Date,Barrel 4,Nickel,Rack 1
2024-01-02,0.09354978354978355,0.0,4.567456160874347
2024-01-03,0.8712857142857142,0.0,2.061292997264472
2024-01-04,0.15974074074074074,0.0,1.78737594427173
2024-01-05,0.11829703181721118,0.0,1.715375561377002
2024-01-06,0.3561542443064182,0.0,1.8583189655125238
2024-01-08,0.11572980352980354,0.0,3.025288762936912
2024-01-09,0.07595973966509681,0.0,2.3494947806382522
2024-01-10,0.9534817927170869,0.0,2.0314920367927147
2024-01-11,0.09224031746031745,,3.0455555707634874
2024-01-12,0.12533999192897496,0.0,6.6994400725177705
2024-01-13,0.0600081539465101,0.0,3.1838273912020725
2024-01-15,0.09079399141630902,0.0,7.441197949342881
2024-01-16,0.07958197611292073,0.0,1.921939279294757
2024-01-17,0.15162289915966387,0.0,4.069554324072943
2024-01-18,0.06580327868852459,0.0,0.7355679089355177
2024-01-19,0.11715108777861814,0.0,2.4240591088414543
2024-01-20,0.09123321123321124,0.0,1.1778254906552497
2024-01-22,0.07322108843537416,0.0,3.2318784531191955
2024-01-23,0.1204143947655398,0.0,12.861888734983063
2024-01-24,0.08952380952380952,0.0,3.5139219027807713
2024-01-25,0.08716384310134309,0.0,1.4754291591623516
2024-01-26,2.5451633310328963,0.0,2.8610266870103893
2024-01-27,0.10544642857142855,,2.234900340083903
2024-01-29,0.11872573063560188,0.0,3.2159126289322026
2024-01-30,0.5034399431414357,0.0,2.671808380860428
2024-01-31,0.5384148439420006,0.0,6.870340127257664
2024-02-01,0.3915311949954807,0.0,6.076744687319297
2024-02-02,0.23660399581422714,0.0,3.8303809887189555
2024-02-03,0.6721421119308443,0.0,1.5838925282671403
2024-02-05,0.14025933793591788,0.0,2.2729581468561535
2024-02-06,1.4357931547619047,0.0,3.2510648241054834
2024-02-07,0.10676334292106104,0.0,3.982188730242569
2024-02-09,0.25582320162107397,0.0,7.837013370037655
2024-02-12,0.08807450339110684,0.0,5.327500805310074
2024-02-13,0.25733740967204,0.0,2.5970973900127556
2024-02-15,0.10870481719538323,0.0,3.4793052812709653
2024-02-16,0.4937655389230193,0.0,4.196041459836833
2024-02-17,1.3806394993894993,0.0,3.4290094074928423
2024-02-19,0.27306607604282024,0.0,6.7204060511082195
2024-02-20,0.9595601542797805,0.0,1.7406536866651832
2024-02-21,0.5936877626050421,0.0,0.7931725931006062
2024-02-22,1.1558403797656136,0.0,3.415469739714415
2024-02-23,0.7054495490695243,0.0,2.053490774016607
2024-02-24,3.629675417175417,0.0,0.9616825775059529
2024-02-26,0.7913498294038381,,2.996109804576383
2024-02-27,1.5461298701298702,0.0,6.912561156984848
2024-02-28,1.250103995621237,0.0,2.3656098947965183
2024-02-29,5.940562777961979,,1.289816740548699
2024-03-01,0.6926160392715349,0.0,2.559188489037217
2024-03-02,0.15316138915276462,,0.8325037168059389
2024-03-04,0.10678847393553814,0.0,0.90920669192806
2024-03-05,0.8352576998427222,0.0,2.166553234033802
2024-03-06,0.7980999383331645,0.0,1.3490658415944163
2024-03-07,0.8465225316533186,0.0,1.2557652885970227
2024-03-08,1.1204008365834297,0.0,6.167126016029765
2024-03-09,1.7234852479560088,,3.45450511138086
2024-03-12,0.7678058140282354,0.0,3.7877870064765364
2024-03-13,0.4011639019491557,0.0,6.742873907186444
2024-03-14,0.2151176281245196,0.0,4.213770145211067
2024-03-15,0.2020402088042471,0.0,5.074294085425231
2024-03-16,0.1719232450622367,0.0,1.3811685935915603
2024-03-18,0.20284143002950603,0.0,7.086605167006198
2024-03-19,0.05948711445024764,0.0,2.2515937382441717
2024-03-20,1.1916473745235046,0.0,2.1902759989379232
2024-03-21,0.683940803768873,0.0,1.7914944674955018
2024-03-22,0.13933337768737666,0.0,5.587913520760087
2024-03-23,0.17590205086976615,0.0,2.468514082485198
2024-03-25,0.8531434631603412,0.0,3.309144251947255
2024-03-26,0.1652727138986628,0.0,1.7233588662610086
2024-03-27,0.24852402068815976,0.0,3.9714214860173573
2024-03-28,0.17070025327279564,0.0,10.876479920836813
2024-03-30,1.252516756409639,0.0,5.481176238525866
2024-04-01,0.5739039143193078,0.0,4.021810097216684
2024-04-02,0.4543713651864815,0.0,9.176908984133766
2024-04-03,0.07528505298720954,0.0,3.335953222505085
